SCHOOLID,MATHACH,SES,PICK1,SCHSIZE,SCHNUM,SMEANMATH,SMATHDEV,MEANMATH,SMEANSES,SSESDEV,MEANSES,FIXEDFITS,SMATHDEV2,SSESDEV2,SMEANMATH2,SMEANSES2,_est_fixed,_est_random,UJFE,UJFE_FE,UJRE_MLE,RSHRINK,UJRE_EB2,UJRE_EB,UJRATIO,STDRES_EB,COMP_SE,DIAG_SE,STDRES_RE
6089,20.111,-0.398,1,33,94,15.56958,17.28928,12.74785,0.0859394,-0.483796,0.0001434,14.50918,24.91282,-0.4417163,14.12949,0.0421528,1,1,2.633729,2.633729,2.706429,0.808206,2.187352,2.187353,0.8305153,1.11891,0.9523131,1.954896,1.021796
6144,13.89,0.202,1,43,95,8.54507,18.09278,12.74785,-0.4375349,0.6396782,0.0001434,9.946401,22.27682,0.425442,10.68999,-0.2141631,1,1,-3.243755,-3.243755,-3.066189,0.8459376,-2.593804,-2.593805,0.7996306,-1.296897,0.8535139,2.000008,0.5493811
6170,8.954,0.462,1,21,96,14.18105,7.520805,12.74785,-0.3018095,0.7639529,0.0001434,15.85469,14.46447,0.6161737,13.44961,-0.147706,1,1,2.094826,2.094826,2.245202,0.7283782,1.635356,1.635357,0.7806648,0.8811936,1.133299,1.855843,-1.058937
6291,10.305,-0.228,1,35,97,10.10731,12.94554,12.74785,-0.5217143,0.2938576,0.0001434,10.75089,17.89452,0.0384035,11.45493,-0.255381,1,1,-1.497059,-1.497059,-1.302629,0.8171617,-1.064459,-1.06446,0.7110341,-0.5415175,0.9298132,1.965697,-0.1220831
6366,19.467,0.992,1,58,98,15.6564,16.55845,12.74785,0.3097586,0.6823847,0.0001434,17.1513,24.22451,0.8340561,14.172,0.1517445,1,1,2.230124,2.230124,2.257986,0.8810415,1.989379,1.98938,0.8920491,0.9746684,0.7499976,2.041084,0.4022258
6397,-1.483,1.042,1,60,99,12.7961,-1.531247,12.74785,-0.2165,1.258644,0.0001434,15.55369,4.734283,1.152636,12.77148,-0.1059347,1,1,0.5229502,0.5229502,0.6562364,0.884549,0.5804733,0.5804734,1.109997,0.2838303,0.738858,2.045142,-2.828668
6415,21.594,-0.588,1,54,100,11.8602,22.48165,12.74785,-0.1872593,-0.4005974,0.0001434,10.98211,28.28892,-0.4922877,12.31322,-0.0916172,1,1,-0.4770176,-0.4770176,-0.3495892,0.8733458,-0.3053122,-0.3053124,,-0.1502411,0.773877,2.03215,1.749798
6443,6.372,-0.428,1,30,101,9.475533,9.64432,12.74785,-0.353,-0.0748567,0.0001434,9.311195,14.28395,-0.2477009,11.14558,-0.1727711,1,1,-2.498521,-2.498521,-2.337891,0.7929968,-1.85394,-1.85394,0.7420151,-0.9574088,0.9893519,1.936415,-0.5600662
6464,4.898,-0.518,1,29,102,7.091621,10.55423,12.74785,-0.6762758,0.1584192,0.0001434,7.43843,14.0266,-0.172715,9.978314,-0.3310611,1,1,-4.174081,-4.174081,-3.948689,0.7873764,-3.109105,-3.109106,0.7448601,-1.61132,1.002693,1.92954,-0.5606577
6469,17.823,0.282,1,57,103,18.45572,12.11513,12.74785,0.7525263,-0.4703829,0.0001434,17.42472,21.15186,-0.1019131,15.54267,0.3685429,1,1,4.059266,4.059266,3.99843,0.8792066,3.515446,3.515447,0.8660302,1.72414,0.7557597,2.038957,0.1603111
6484,7.068,0.082,1,35,104,12.9124,6.903452,12.74785,-0.1851429,0.2672862,0.0001434,13.49776,13.22593,0.1766322,12.82842,-0.0905809,1,1,0.5705413,0.5705413,0.6975458,0.8171617,0.5700077,0.5700079,0.9990651,0.2899775,0.9298132,1.965697,-1.044456
6578,19.679,-0.378,1,56,105,11.994,20.43285,12.74785,-0.5165714,0.1387148,0.0001434,12.29763,26.30564,-0.1142212,12.37873,-0.2528628,1,1,0.3783583,0.3783583,0.5717571,0.8773142,0.5016106,0.5016106,,0.2462785,0.7616566,2.036762,1.219967
6600,9.493,-0.508,1,56,106,11.70389,10.53696,12.74785,-0.0535357,-0.454321,0.0001434,10.70808,16.2677,-0.4805344,12.23668,-0.0261403,1,1,-0.9263398,-0.9263398,-0.8256999,0.8773142,-0.7243983,-0.7243985,0.7820008,-0.3556619,0.7616566,2.036762,-0.2013641
6808,10.249,-0.048,1,44,107,9.286114,13.71074,12.74785,-0.0961818,0.0483252,0.0001434,9.391688,18.25763,0.0012303,11.05283,-0.0470217,1,1,-3.250674,-3.250674,-3.141491,0.8489099,-2.666843,-2.666844,0.8203971,-1.33108,0.8452402,2.003519,0.0612981
6816,18.067,0.852,1,55,108,14.53824,16.27662,12.74785,0.5289091,0.3232343,0.0001434,15.24618,23.39517,0.5822113,13.6245,0.2590502,1,1,0.6317672,0.6317672,0.6157271,0.8753616,0.5389839,0.5389842,0.8531375,0.264923,0.7676939,2.034494,0.4655277
6897,18.863,1.512,1,49,109,15.09763,16.51322,12.74785,0.349551,1.162592,0.0001434,17.64476,23.90568,1.333748,13.89841,0.1712286,1,1,1.584168,1.584168,1.604058,0.8622028,1.383024,1.383024,0.8730288,0.6849555,0.8072022,2.019144,0.1982522
6990,2.509,-1.648,1,53,110,5.976792,9.28006,12.74785,-0.4896981,-1.158158,0.0001434,3.438754,12.20656,-1.397936,9.432446,-0.2397045,1,1,-5.697733,-5.697733,-5.509718,0.8712637,-4.800417,-4.800419,0.8425138,-2.365057,0.7802119,2.029726,-0.2312185
7011,9.581,0.522,1,33,111,13.81358,8.515277,12.74785,-0.0313333,0.5534767,0.0001434,15.02602,15.27901,0.5381345,13.26968,-0.015269,1,1,1.134694,1.134694,1.230886,0.808206,0.9948095,0.9948099,0.8767208,0.5088812,0.9523131,1.954896,-0.8742172
7101,14.438,0.932,1,28,112,11.84993,15.33592,12.74785,0.007,0.9251433,0.0001434,13.87676,21.13817,0.9285709,12.30819,0.0035007,1,1,-0.9129483,-0.9129483,-0.8244354,0.7814423,-0.6442487,-0.644249,0.7056797,-0.3351526,1.016588,1.922256,0.0321678
7172,7.054,-0.898,1,44,113,8.066818,11.73503,12.74785,-0.2898182,-0.6080385,0.0001434,6.734187,15.6849,-0.7499461,10.45581,-0.1418345,1,1,-4.045679,-4.045679,-3.897705,0.8489099,-3.3088,-3.308802,0.8178606,-1.651495,0.8452402,2.003519,-0.0241989
7232,2.633,0.502,1,52,114,12.54263,2.838217,12.74785,-0.0901154,0.5922587,0.0001434,13.84006,8.97964,0.5481343,12.64737,-0.0440513,1,1,-0.0074456,-0.0074456,0.1005222,0.8691121,0.087365,0.0873651,,0.043096,0.786705,2.027218,-1.859019
7276,12.745,-1.188,1,53,115,12.6794,12.81346,12.74785,0.0782264,-1.266083,0.0001434,9.904877,19.02184,-1.22778,12.71433,0.0383762,1,1,-0.2395498,-0.2395498,-0.1653056,0.8712637,-0.1440247,-0.1440247,,-0.0709577,0.7802119,2.029726,0.5049131
7332,10.738,-0.128,1,48,116,14.6361,8.849748,12.74785,0.297,-0.4248567,0.0001434,13.70486,16.01622,-0.2794324,13.67242,0.1454974,1,1,1.237788,1.237788,1.268206,0.8597347,1.09032,1.090321,0.8808624,0.540766,0.8143991,2.016252,-0.4443285
7341,4.06,-0.558,1,51,117,9.794176,7.013676,12.74785,-0.1640784,-0.3937783,0.0001434,8.931026,11.80933,-0.4741182,11.3016,-0.0802668,1,1,-2.593838,-2.593838,-2.471053,0.8668873,-2.142125,-2.142125,0.8258516,-1.058037,0.7933629,2.024622,-0.8415553
7342,9.304,-1.348,1,58,118,11.16641,10.88544,12.74785,-0.4478276,-0.9000291,0.0001434,9.193981,16.353,-1.119305,11.97351,-0.2192028,1,1,-0.5998574,-0.5998574,-0.4202299,0.8810415,-0.37024,-0.3702402,,-0.181394,0.7499976,2.041084,0.0394987
7345,13.068,0.702,1,56,119,11.33855,14.4773,12.74785,0.03325,0.6688934,0.0001434,12.8039,20.02915,0.685174,12.0578,0.0163538,1,1,-1.481841,-1.481841,-1.398587,0.8773142,-1.227,-1.227001,0.8280243,-0.6024272,0.7616566,2.036762,-0.0068125
7364,13.88,0.372,1,44,120,14.17214,12.45572,12.74785,-0.0893636,0.461507,0.0001434,15.18306,19.39501,0.4177507,13.44524,-0.0436832,1,1,1.620409,1.620409,1.728226,0.8489099,1.467108,1.467109,0.9053941,0.7322661,0.8452402,2.003519,-0.1864142
7635,12.162,0.012,1,51,121,15.06553,9.844322,12.74785,0.2429804,-0.230837,0.0001434,14.55941,17.22107,-0.1118632,13.88269,0.119047,1,1,1.785579,1.785579,1.826819,0.8668873,1.583646,1.583646,0.8869091,0.7821937,0.7933629,2.024622,-0.3464084
7688,19.866,-0.128,1,54,122,18.42232,14.19154,12.74785,0.1858889,-0.3137456,0.0001434,17.73453,23.21191,-0.2227262,15.52632,0.0910925,1,1,5.267462,5.267462,5.320138,0.8733458,4.64632,4.646322,0.8820798,2.286407,0.773877,2.03215,0.4713339
7697,6.779,-0.408,1,32,123,15.72178,3.805071,12.74785,0.25825,-0.6661066,0.0001434,14.26191,11.50314,-0.5396562,14.20402,0.1265237,1,1,2.408373,2.408373,2.446553,0.8033907,1.965538,1.965539,0.8161275,1.008453,0.9641933,1.949064,-1.128709
7734,16.44,-0.658,1,22,124,10.55964,18.62822,12.74785,-0.4693637,-0.188493,0.0001434,10.1463,23.79868,-0.418314,11.67641,-0.2297478,1,1,-1.159446,-1.159446,-0.9755039,0.7374834,-0.7194179,-0.7194185,0.6204848,-0.3852501,1.114142,1.867406,0.9983882
7890,17.17,-0.618,1,51,125,8.341098,21.57676,12.74785,-0.5227059,-0.0951508,0.0001434,8.132293,25.66092,-0.3510904,10.59011,-0.2558665,1,1,-3.261102,-3.261102,-3.066474,0.8668873,-2.658288,-2.658288,0.8151504,-1.31298,0.7933629,2.024622,1.421251
7919,2.809,0.852,1,37,126,14.84997,0.7068796,12.74785,0.4576757,0.3944677,0.0001434,15.71401,7.978076,0.6185657,13.77714,0.2241712,1,1,1.099588,1.099588,1.097818,0.8253185,0.9060497,0.9060502,0.8239904,0.4586473,0.9088362,1.975484,-2.102184
8009,5.6,-0.148,1,47,127,14.08472,4.263128,12.74785,0.515617,-0.6634737,0.0001434,12.63062,11.15963,-0.411005,13.40244,0.2525418,1,1,0.2073793,0.2073793,0.194002,0.8571765,0.166294,0.1662942,,0.0825999,0.821792,2.01325,-1.128963
8150,12.693,0.322,1,44,128,14.85236,10.58849,12.74785,0.3058636,0.0162797,0.0001434,14.88772,17.86086,0.1660439,13.77831,0.1498374,1,1,1.434625,1.434625,1.463268,0.8489099,1.242182,1.242183,0.8658587,0.6200006,0.8452402,2.003519,-0.3248645
8165,23.772,-0.138,1,49,129,16.45123,20.06863,12.74785,0.3089388,-0.4467954,0.0001434,15.4719,28.12387,-0.2955255,14.56119,0.1513431,1,1,3.026748,3.026748,3.054774,0.8622028,2.633835,2.633836,0.8701866,1.304432,0.8072022,2.019144,1.447866
8175,12.09,0.602,1,33,130,11.69809,13.13976,12.74785,-0.1716364,0.7737797,0.0001434,13.39326,18.86766,0.689739,12.23384,-0.0839675,1,1,-0.6733628,-0.6733628,-0.5490641,0.808206,-0.4437569,-0.4437571,,-0.2269978,0.9523131,1.954896,-0.2569424
8188,23.487,0.382,1,30,131,12.74097,23.49389,12.74785,0.139,0.2431433,0.0001434,13.27342,29.73242,0.3112038,12.74448,0.0681336,1,1,-0.3111448,-0.3111448,-0.2490752,0.7929968,-0.1975158,-0.1975158,,-0.1020008,0.9893519,1.936415,1.661954
8193,19.699,0.402,1,43,132,16.23226,16.2146,12.74785,-0.1766046,0.578748,0.0001434,17.50008,24.16262,0.4922746,14.45397,-0.0864002,1,1,3.871688,3.871688,3.996982,0.8459376,3.381197,3.381198,0.8733137,1.690592,0.8535139,2.000008,0.4435006
8202,11.137,-0.248,1,35,133,11.71243,12.17242,12.74785,0.0857143,-0.3335709,0.0001434,10.9812,17.90734,-0.2916015,12.24086,0.0420426,1,1,-1.222925,-1.222925,-1.15018,0.8171617,-0.9398835,-0.9398838,0.7685542,-0.4781427,0.9298132,1.965697,0.0020299
8357,7.387,-0.898,1,27,134,14.38185,5.753,12.74785,-0.1072593,-0.7905974,0.0001434,12.6492,12.79498,-0.8431162,13.54793,-0.0524457,1,1,1.869337,1.869337,1.980739,0.7751676,1.535405,1.535405,0.8213637,0.8019782,1.031078,1.914523,-0.7655383
8367,15.936,-0.228,1,14,135,4.552786,24.13107,12.74785,0.0255714,-0.2534281,0.0001434,3.997167,26.36031,-0.2409072,8.735189,0.0125941,1,1,-8.250784,-8.250784,-8.165992,0.6412847,-5.236726,-5.23673,0.6346948,-3.007267,1.302378,1.741359,1.488916
8477,10.036,-0.308,1,37,136,12.52224,10.26161,12.74785,-0.1961081,-0.1117485,0.0001434,12.27707,16.39305,-0.2077716,12.63738,-0.0959499,1,1,0.2044114,0.2044114,0.3336125,0.8253185,0.2753366,0.2753366,,0.1393768,0.9088362,1.975484,-0.3550211
8531,6.199,1.062,1,41,137,13.52868,5.418169,12.74785,0.4080976,0.6540458,0.0001434,14.9615,12.0424,0.8538682,13.13018,0.1998956,1,1,-0.1130677,-0.1130677,-0.1049058,0.8396275,-0.0880818,-0.0880817,,-0.0442058,0.8708174,1.992535,-1.464257
8627,10.86,0.462,1,53,138,10.88372,12.72414,12.74785,0.1048302,0.3573132,0.0001434,11.66634,18.05328,0.4086426,11.83509,0.0514026,1,1,-2.093523,-2.093523,-2.024608,0.8712637,-1.763967,-1.763968,0.8425836,-0.8690668,0.7802119,2.029726,-0.1870977
8628,21.455,-0.238,1,61,139,16.52838,17.67447,12.74785,-0.1398033,-0.0980534,0.0001434,16.31321,25.76749,-0.1665072,14.59896,-0.0683806,1,1,4.087172,4.087172,4.205093,0.8862263,3.726664,3.726665,0.9117956,1.820478,0.7334712,2.047081,0.9268189
8707,-2.832,0.532,1,48,140,12.88394,-2.968085,12.74785,0.155125,0.3770184,0.0001434,13.70974,3.340454,0.4529743,12.81449,0.0760291,1,1,-0.2035066,-0.2035066,-0.1446673,0.8597347,-0.1243755,-0.1243754,,-0.0616864,0.8143991,2.016252,-2.734092
8775,6.19,-0.948,1,48,141,9.467,9.470852,12.74785,-0.3396667,-0.60819,0.0001434,8.134037,14.10631,-0.7745057,11.1414,-0.1662425,1,1,-2.53627,-2.53627,-2.37831,0.8597347,-2.044716,-2.044717,0.8061904,-1.014118,0.8143991,2.016252,-0.354263
8800,1.337,-1.938,1,32,142,7.335938,6.748915,12.74785,-0.70925,-1.228607,0.0001434,4.643535,10.34091,-1.575886,10.09794,-0.3472067,1,1,-3.857512,-3.857512,-3.625515,0.8033907,-2.912705,-2.912706,0.7550738,-1.494413,0.9641933,1.949064,-0.6200593
8854,-2.081,-0.508,1,32,143,4.239781,6.427071,12.74785,-0.75675,0.2488933,0.0001434,4.784835,8.503054,-0.1216446,8.581928,-0.3704647,1,1,-6.849588,-6.849588,-6.608075,0.8033907,-5.308866,-5.308868,0.7750639,-2.723804,0.9641933,1.949064,-1.349973
8857,14.007,0.532,1,64,144,15.29694,11.45792,12.74785,0.5171562,0.0149871,0.0001434,15.32946,18.94797,0.2682094,13.996,0.2532955,1,1,1.416221,1.416221,1.402535,0.890978,1.249628,1.249628,0.8823684,0.6088142,0.7179913,2.052561,-0.1926851
8874,2.362,-0.108,1,36,145,12.05503,3.054825,12.74785,-0.3407778,0.2329211,0.0001434,12.56508,8.957494,0.0660614,12.40862,-0.1667866,1,1,0.054192,0.054192,0.2123744,0.8213332,0.1744301,0.1744301,,0.0885114,0.9191452,1.970708,-1.67813
8946,19.173,-1.488,1,58,146,10.37509,21.54577,12.74785,-0.3514483,-1.136408,0.0001434,7.884706,26.62586,-1.308493,11.58604,-0.1720113,1,1,-1.602369,-1.602369,-1.442049,0.8810415,-1.270505,-1.270505,0.7928919,-0.622466,0.7499976,2.041084,1.864263
8983,2.723,-0.418,1,51,147,10.992,4.478853,12.74785,-0.2938823,-0.1239743,0.0001434,10.72004,9.861016,-0.267872,11.88811,-0.1438245,1,1,-1.111592,-1.111592,-0.9628038,0.8668873,-0.8346424,-0.8346426,0.7508536,-0.4122462,0.7933629,2.024622,-1.331151
9021,16.685,0.402,1,56,148,14.69666,14.73619,12.74785,0.6266429,-0.2244995,0.0001434,14.20443,21.93232,0.0823322,13.70207,0.3069049,1,1,0.57604,0.57604,0.5404212,0.8773142,0.4741192,0.4741196,,0.2327811,0.7616566,2.036762,0.42593
9104,22.94,0.512,1,55,149,16.83211,18.85574,12.74785,0.7434546,-0.2313112,0.0001434,16.32495,27.09748,0.1327167,14.74768,0.3641011,1,1,2.455534,2.455534,2.396514,0.8753616,2.097817,2.097817,0.8543224,1.031125,0.7676939,2.034494,1.143775
9158,7.538,-0.828,1,53,150,8.54517,11.74068,12.74785,-0.4021509,-0.4257057,0.0001434,7.612062,15.92477,-0.6226164,10.69003,-0.1968375,1,1,-3.321187,-3.321187,-3.15071,0.8712637,-2.745099,-2.7451,0.8265419,-1.352448,0.7802119,2.029726,-0.0648066
9198,23.077,0.832,1,31,151,19.09229,16.73256,12.74785,0.492,0.3401434,0.0001434,19.83729,26.08098,0.5810481,15.85437,0.2409779,1,1,5.266695,5.266695,5.258049,0.7983276,4.197646,4.197648,0.7970174,2.160492,0.9765297,1.942912,0.6954568
9225,14.876,1.042,1,36,152,14.66733,12.95652,12.74785,0.2533889,0.7887545,0.0001434,16.39532,20.13829,0.9128248,13.68771,0.1241434,1,1,1.364576,1.364576,1.403731,0.8213332,1.15293,1.152931,0.8449005,0.5850339,0.9191452,1.970708,-0.2344202
9292,5.983,-0.538,1,19,153,10.27963,8.451221,12.74785,-0.5943158,0.0564591,0.0001434,10.40303,13.48458,-0.2345439,11.5393,-0.2909298,1,1,-1.165659,-1.165659,-0.9566857,0.7081314,-0.6774592,-0.6774598,0.5811819,-0.3702234,1.174778,1.829867,-0.774096
9340,20.636,-0.128,1,29,154,11.17855,22.2053,12.74785,-0.3973103,0.2694537,0.0001434,11.76866,27.67881,0.0749132,11.97945,-0.1944674,1,1,-0.6984116,-0.6984116,-0.5289041,0.7873764,-0.4164466,-0.4164469,,-0.215827,1.002693,1.92954,1.42985
9347,21.829,0.012,1,57,155,13.53875,21.0381,12.74785,0.2116491,-0.1995058,0.0001434,13.10129,27.66726,-0.0958731,13.13511,0.1037058,1,1,0.3274561,0.3274561,0.3749721,0.8792066,0.3296779,0.3296781,,0.1616896,0.7557597,2.038957,1.448266
9359,19.797,0.612,1,53,156,15.27062,17.27423,12.74785,0.3540755,0.2580679,0.0001434,15.83578,24.7514,0.4314387,13.98311,0.173444,1,1,1.747244,1.747244,1.766228,0.8712637,1.53885,1.538851,0.8807305,0.7581568,0.7802119,2.029726,0.6798334
9397,5.873,0.502,1,47,157,10.35547,8.265385,12.74785,0.1341277,0.3680156,0.0001434,11.16154,13.33587,0.4336904,11.57644,0.0657479,1,1,-2.685967,-2.685967,-2.622921,0.8571765,-2.248307,-2.248307,0.8370569,-1.116755,0.821792,2.01325,-0.9427526
9508,13.932,0.242,1,35,158,13.57466,13.1052,12.74785,-0.138,0.3801433,0.0001434,14.4073,19.75194,0.3125725,13.15269,-0.0674977,1,1,1.1295,1.1295,1.247061,0.8171617,1.01905,1.019051,0.9022138,0.5184169,0.9298132,1.965697,-0.053148
9550,1.766,-0.228,1,29,159,11.08914,3.424714,12.74785,0.0530345,-0.2808911,0.0001434,10.47334,8.854442,-0.2549231,11.93567,0.0260412,1,1,-1.774608,-1.774608,-1.695317,0.7873764,-1.334853,-1.334853,0.7521961,-0.6917986,1.002693,1.92954,-1.480887
9586,14.076,0.852,1,59,160,14.8637,11.96016,12.74785,0.6211525,0.2309908,0.0001434,15.36952,19.23807,0.5351343,13.78386,0.3042166,1,1,0.7551044,0.7551044,0.7205855,0.8828215,0.6361483,0.6361487,0.8424646,0.3113577,0.7443653,2.043144,-0.2062918
